sequenceID	record_id	organism	classifier	taxonomy	locus_numeric_id	locus_structure	erv_structure	sequence_length	scaffold	orientation	extract_start	extract_end	assigned_name	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	y
ERV-PSIV1.18-Microcebus_mittermeieri-LTR	3352	Microcebus_mittermeieri	ERV	PSIV1	18	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	196	VSMH01414533.1	-	1	196	PSIVgml	1	64	3	194	64	130	96.875	5.46	40	0	0
ERV-PSIV1.19-Microcebus_mittermeieri-LTR	3408	Microcebus_mittermeieri	ERV	PSIV1	19	rev[pSIVgml(+)]-LTR[pSIVgml(+)]	solo LTR	196	VSMH01346981.1	+	1472	1667	PSIVgml	1	64	3	194	64	130	96.875	5.46	40	0	0
ERV-PSIV1.1-Microcebus_murinus-provirus	3847	Microcebus_murinus	ERV	PSIV1	1	LTR[pSIVgml(+)]-rev[pSIVgml(+)]-pol[pSIVgml(+)]	provirus	4421	scaffold_33011	+	5773	10193	PSIVgml	1098	1470	3305	4420	373	666	98.123	0	1	1	0
ERV-PSIV1.2-Microcebus_murinus-provirus	3685	Microcebus_murinus	ERV	PSIV1	2	gag[pSIVgml(-)]-LTR[pSIVgml(-)]-rev[pSIVgml(-)]	provirus	2000	scaffold_54450	-	9	2008	PSIVgml	223	700	542	1978	479	762	91.441	0	1	1	0
ERV-PSIV1.3-Microcebus_murinus-provirus	3654	Microcebus_murinus	ERV	PSIV1	3	env[pSIVgml(+)]-LTR[pSIVgml(+)]	provirus	872	scaffold_6426	+	99547	100418	PSIVgml	2184	2457	3	824	276	331	77.174	4.93	106	3	0
ERV-PSIV1.4-Microcebus_murinus-LTR	4039	Microcebus_murinus	ERV	PSIV1	4	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	423	scaffold_33974	+	7895	8317	PSIVgml	2334	2449	2	349	117	139	70.085	1.44	41	2	0
ERV-PSIV1.5-Microcebus_murinus-LTR	4101	Microcebus_murinus	ERV	PSIV1	5	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	422	scaffold_11115	-	4081	4502	PSIVgml	2333	2452	1	360	121	156	70.248	1.47	47	2	0
ERV-PSIV1.6-Microcebus_murinus-LTR	3586	Microcebus_murinus	ERV	PSIV1	6	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	420	scaffold_1644	-	25943	26362	PSIVgml	1	141	1	420	141	112	52.482	3.45	32	1	0
ERV-PSIV1.7-Microcebus_murinus-LTR	3920	Microcebus_murinus	ERV	PSIV1	7	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	420	scaffold_45530	+	2736	3155	PSIVgml	2334	2453	2	361	121	141	67.769	2.56	42	2	0
ERV-PSIV1.8-Microcebus_murinus-LTR	4142	Microcebus_murinus	ERV	PSIV1	8	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	413	scaffold_8910	+	53904	54316	PSIVgml	28	102	80	298	75	80.9	93.333	4.87	47	1	0
ERV-PSIV1.9-Microcebus_murinus-LTR	4080	Microcebus_murinus	ERV	PSIV1	9	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	326	scaffold_52164	-	1	326	PSIVgml	2334	2415	2	250	83	148	89.157	4.49	47	1	0
ERV-PSIV1.1-Microcebus_ravelobensis-LTR	3742	Microcebus_ravelobensis	ERV	PSIV1	1	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	442	VSMG01242316.1	-	31024	31465	PSIVgml	2333	2415	1	270	90	110	68.889	1.44	31	2	0
ERV-PSIV1.2-Microcebus_ravelobensis-LTR	3797	Microcebus_ravelobensis	ERV	PSIV1	2	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	427	VSMG01199660.1	-	2656	3082	PSIVgml	2332	2415	1	255	85	160	90.588	1.2	55	1	0
ERV-PSIV1.3-Microcebus_ravelobensis-LTR	3425	Microcebus_ravelobensis	ERV	PSIV1	3	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	422	VSMG01226122.1	-	2243	2664	PSIVgml	2334	2415	2	250	83	148	87.952	6.61	52	1	0
ERV-PSIV1.4-Microcebus_ravelobensis-LTR	3629	Microcebus_ravelobensis	ERV	PSIV1	4	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	422	VSMG01129473.1	-	2257	2678	PSIVgml	1	105	1	315	105	153	88.571	9.61	54	0	0
ERV-PSIV1.5-Microcebus_ravelobensis-LTR	4192	Microcebus_ravelobensis	ERV	PSIV1	5	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	422	VSMG01000320.1	-	12049	12470	PSIVgml	1	126	1	375	131	102	56.489	1.24	28	2	0
ERV-PSIV1.6-Microcebus_ravelobensis-LTR	3345	Microcebus_ravelobensis	ERV	PSIV1	6	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	421	VSMG01132399.1	+	1524	1944	PSIVgml	2334	2415	2	250	83	169	97.59	1.88	60	1	0
ERV-PSIV1.7-Microcebus_ravelobensis-LTR	3736	Microcebus_ravelobensis	ERV	PSIV1	7	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	421	VSMG01063232.1	-	23907	24327	PSIVgml	2359	2453	81	362	95	85.5	57.895	1.41	29	1	0
ERV-PSIV1.8-Microcebus_ravelobensis-LTR	3808	Microcebus_ravelobensis	ERV	PSIV1	8	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	421	VSMG01278226.1	-	5757	6177	PSIVgml	2	141	5	421	140	115	52.143	2.45	33	1	0
ERV-PSIV1.9-Microcebus_ravelobensis-LTR	3306	Microcebus_ravelobensis	ERV	PSIV1	9	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	420	VSMG01121251.1	+	5823	6242	PSIVgml	2360	2415	81	248	56	117	91.071	8.21	34	0	0
ERV-PSIV1.10-Microcebus_ravelobensis-LTR	3842	Microcebus_ravelobensis	ERV	PSIV1	10	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	420	VSMG01137681.1	-	3340	3759	PSIVgml	1	141	1	420	143	135	60.839	4.39	40	3	0
ERV-PSIV1.11-Microcebus_ravelobensis-LTR	3948	Microcebus_ravelobensis	ERV	PSIV1	11	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	420	VSMG01085043.1	+	1344	1763	PSIVgml	1	105	1	315	105	161	92.381	2.66	54	0	0
ERV-PSIV1.12-Microcebus_ravelobensis-LTR	4145	Microcebus_ravelobensis	ERV	PSIV1	12	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	420	VSMG01183847.1	+	7112	7531	PSIVgml	1	141	1	420	141	116	53.191	1.38	33	1	0
ERV-PSIV1.13-Microcebus_ravelobensis-LTR	4118	Microcebus_ravelobensis	ERV	PSIV1	13	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	415	VSMG01038107.1	-	3576	3990	PSIVgml	2360	2453	81	356	94	81.6	55.319	1.54	21	1	0
ERV-PSIV1.14-Microcebus_ravelobensis-LTR	3754	Microcebus_ravelobensis	ERV	PSIV1	14	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	411	VSMG01149221.1	-	693	1103	PSIVgml	1	141	1	411	141	105	51.773	7.45	30	2	0
ERV-PSIV1.15-Microcebus_ravelobensis-LTR	3991	Microcebus_ravelobensis	ERV	PSIV1	15	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	385	VSMG01245938.1	-	6651	7035	PSIVgml	2334	2421	1	231	89	122	73.034	6.93	36	3	0
ERV-PSIV1.16-Microcebus_ravelobensis-LTR	3788	Microcebus_ravelobensis	ERV	PSIV1	16	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	382	VSMG01181287.1	+	1344	1725	PSIVgml	2334	2414	2	247	82	153	92.683	1.87	53	1	0
ERV-PSIV1.17-Microcebus_ravelobensis-LTR	3721	Microcebus_ravelobensis	ERV	PSIV1	17	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	340	VSMG01246841.1	+	1	340	PSIVgml	2335	2415	1	246	82	160	93.902	1.9	50	1	0
ERV-PSIV1.18-Microcebus_ravelobensis-LTR	3522	Microcebus_ravelobensis	ERV	PSIV1	18	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	230	VSMG01167327.1	+	646	875	PSIVgml	1	46	1	138	46	96.7	93.478	7.97	28	0	0
ERV-PSIV1.1-Microcebus_tavaratra-provirus	3843	Microcebus_tavaratra	ERV	PSIV1	1	env[pSIVgml(+)]-LTR[pSIVgml(+)]-rev[pSIVgml(+)]	provirus	4162	VSME01228323.1	+	651	4812	PSIVgml	1342	2329	773	3736	988	1648	93.016	0	1	0	0
ERV-PSIV1.2-Microcebus_tavaratra-provirus	4184	Microcebus_tavaratra	ERV	PSIV1	2	LTR[pSIVgml(+)]-rev[pSIVgml(+)]-pol[pSIVgml(+)]-pol[pSIVgml(+)]	provirus	3294	VSME01059698.1	+	66318	69611	PSIVgml	1	914	1	2769	924	1244	82.576	0	1	5	0
ERV-PSIV1.3-Microcebus_tavaratra-LTR	3937	Microcebus_tavaratra	ERV	PSIV1	3	rev[pSIVgml(+)]-LTR[pSIVgml(+)]	solo LTR	427	VSME01234899.1	+	8835	9261	PSIVgml	2332	2415	1	255	85	165	92.941	2.35	56	1	0
ERV-PSIV1.4-Microcebus_tavaratra-LTR	3509	Microcebus_tavaratra	ERV	PSIV1	4	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	423	VSME01048171.1	+	23204	23626	PSIVgml	2334	2450	2	355	118	183	79.661	4.73	57	1	0
ERV-PSIV1.5-Microcebus_tavaratra-LTR	3617	Microcebus_tavaratra	ERV	PSIV1	5	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	423	VSME01268938.1	-	5668	6090	PSIVgml	1	66	3	200	66	130	92.424	1.1	56	0	0
ERV-PSIV1.6-Microcebus_tavaratra-LTR	3756	Microcebus_tavaratra	ERV	PSIV1	6	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	422	VSME01154225.1	+	11077	11498	PSIVgml	2334	2415	2	250	83	160	91.566	3.65	58	1	0
ERV-PSIV1.7-Microcebus_tavaratra-LTR	3856	Microcebus_tavaratra	ERV	PSIV1	7	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	422	VSME01083276.1	-	7046	7467	PSIVgml	2334	2415	2	250	83	164	93.976	2.43	57	1	0
ERV-PSIV1.8-Microcebus_tavaratra-LTR	4203	Microcebus_tavaratra	ERV	PSIV1	8	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	422	VSME01029923.1	-	2540	2961	PSIVgml	1	105	1	315	105	149	94.286	4.34	55	0	0
ERV-PSIV1.9-Microcebus_tavaratra-LTR	4164	Microcebus_tavaratra	ERV	PSIV1	9	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	421	VSME01081323.1	+	43568	43988	PSIVgml	1	95	1	285	95	146	91.579	4.27	54	0	0
ERV-PSIV1.10-Microcebus_tavaratra-LTR	3768	Microcebus_tavaratra	ERV	PSIV1	10	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	420	VSME01100441.1	-	41555	41974	PSIVgml	2334	2452	2	358	120	138	69.167	2.4	41	2	0
ERV-PSIV1.11-Microcebus_tavaratra-LTR	4084	Microcebus_tavaratra	ERV	PSIV1	11	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	420	VSME01094214.1	+	43449	43868	PSIVgml	2349	2451	45	353	104	92	59.615	1.87	25	2	0
ERV-PSIV1.12-Microcebus_tavaratra-LTR	4163	Microcebus_tavaratra	ERV	PSIV1	12	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	420	VSME01225038.1	-	4530	4949	PSIVgml	1	141	1	420	141	120	54.61	4.61	35	1	0
ERV-PSIV1.13-Microcebus_tavaratra-LTR	3719	Microcebus_tavaratra	ERV	PSIV1	13	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	419	VSME01090872.1	-	46519	46937	PSIVgml	1	105	1	312	105	88.2	61.905	1.86	36	1	0
ERV-PSIV1.14-Microcebus_tavaratra-LTR	3789	Microcebus_tavaratra	ERV	PSIV1	14	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	404	VSME01308082.1	-	22040	22443	PSIVgml	2386	2453	139	345	69	109	79.71	2.6	43	1	0
ERV-PSIV1.15-Microcebus_tavaratra-LTR	3691	Microcebus_tavaratra	ERV	PSIV1	15	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	402	VSME01102948.1	+	299	700	PSIVgml	1	141	1	402	141	115	56.028	1.55	33	2	0
ERV-PSIV1.16-Microcebus_tavaratra-LTR	3804	Microcebus_tavaratra	ERV	PSIV1	16	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	402	VSME01074799.1	-	25442	25843	PSIVgml	27	105	59	295	79	84.7	86.076	1.41	33	0	0
ERV-PSIV1.17-Microcebus_tavaratra-LTR	3892	Microcebus_tavaratra	ERV	PSIV1	17	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	solo LTR	402	VSME01041970.1	-	27423	27824	PSIVgml	2365	2415	78	230	51	108	94.118	4.68	31	0	0
ERV-PSIV1.18-Microcebus_tavaratra-LTR	3949	Microcebus_tavaratra	ERV	PSIV1	18	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	solo LTR	400	VSME01150182.1	+	13988	14387	PSIVgml	2365	2453	78	341	89	95.5	64.045	1.22	32	1	0
ERV-MELV.1-Mustela_erminea-provirus	3487	Mustela_erminea	ERV	MELV	1	LTR[MELVmpf(+)]-pol[MELVmpf(+)]-env[MELVmpf(+)]-pol[MELVmpf(-)]-LTR[MELVmpf(-)]	provirus	11834	WNLZ01000603.1	-	342605	354438	MelV	438	1121	10534	8480	685	1174	91.387	0	1	1	0
ERV-MELV.2-Mustela_erminea-provirus	4169	Mustela_erminea	ERV	MELV	2	LEA[MELVmpf(-)]-LTR[MELVmpf(-)]-env[MELVmpf(-)]-gag[MELVmpf(-)]-LEA[MELVmpf(-)]-LTR[MELVmpf(-)]	provirus	8892	WNLZ01000221.1	-	488569	497460	MelV	2020	2783	5830	8115	764	1335	88.743	0	1	2	0
ERV-MELV.3-Mustela_erminea-provirus	3551	Mustela_erminea	ERV	MELV	3	pol[MELVmpf(+)]-LTR[MELVmpf(-)]-env[MELVmpf(-)]-env[MELVmpf(+)]-LTR[MELVmpf(+)]	provirus	4370	WNLZ01003095.1	+	2	4371	MelV	2144	2858	1655	3841	729	1295	91.77	0	1	1	0
ERV-MELV.4-Mustela_erminea-provirus	3898	Mustela_erminea	ERV	MELV	4	LTR[MELVmpf(-)]-env[MELVmpf(-)]-vif[MELVmpf(-)]-pol[MELVmpf(-)]	provirus	4291	WNLZ01002965.1	-	120157	124447	MelV	2223	3037	1795	4290	844	1256	79.976	0	1	7	0
ERV-MELV.5-Mustela_erminea-provirus	3931	Mustela_erminea	ERV	MELV	5	LTR[MELVmpf(+)]-pol[MELVmpf(+)]	provirus	3007	WNLZ01002198.1	+	158608	161614	MelV	466	1008	1387	3006	546	791	82.051	0	1	4	0
ERV-MELV.6-Mustela_erminea-LTR	3795	Mustela_erminea	ERV	MELV	6	LTR[MELVmpf(-)]	solo LTR	1341	WNLZ01002575.1	-	833463	834803	MelV	18	132	53	391	115	151	73.913	5.64	42	2	0
ERV-MELV.7-Mustela_erminea-LTR	3693	Mustela_erminea	ERV	MELV	7	LTR[MELVmpf(-)]	solo LTR	586	WNLZ01001493.1	-	1185604	1186189	MelV	1	195	1	585	195	343	91.795	5.92	112	0	0
ERV-MELV.8-Mustela_erminea-LTR	3753	Mustela_erminea	ERV	MELV	8	LTR[MELVmpf(-)]	solo LTR	584	WNLZ01000255.1	-	34650	35233	MelV	18	194	53	583	177	325	93.785	7.69	106	0	0
ERV-MELV.9-Mustela_erminea-LTR	3674	Mustela_erminea	ERV	MELV	9	LTR[MELVmpf(+)]	solo LTR	583	WNLZ01002399.1	+	157053	157635	MelV	1	194	1	582	196	246	69.898	5.74	78	2	0
ERV-MELV.10-Mustela_erminea-LTR	3457	Mustela_erminea	ERV	MELV	10	LTR[MELVmpf(+)]	solo LTR	581	WNLZ01001134.1	+	897252	897832	MelV	2864	2958	1	285	95	167	86.316	9.54	79	0	0
ERV-MELV.11-Mustela_erminea-LTR	4044	Mustela_erminea	ERV	MELV	11	LTR[MELVmpf(-)]	solo LTR	578	WNLZ01002554.1	-	725086	725663	MelV	2864	3037	2	577	192	265	76.042	9.56	85	1	0
ERV-MELV.12-Mustela_erminea-LTR	3839	Mustela_erminea	ERV	MELV	12	LTR[MELVmpf(+)]	solo LTR	534	WNLZ01002928.1	+	3575	4108	MelV	18	194	53	532	177	279	83.616	5.54	90	1	0
ERV-MELV.13-Mustela_erminea-LTR	3759	Mustela_erminea	ERV	MELV	13	LTR[MELVmpf(-)]	solo LTR	531	WNLZ01002847.1	-	385068	385598	MelV	18	176	53	529	159	300	94.34	2.39	97	0	0
ERV-MELV.14-Mustela_erminea-LTR	4151	Mustela_erminea	ERV	MELV	14	LTR[MELVmpf(-)]	solo LTR	480	WNLZ01002943.1	-	1236369	1236848	MelV	18	176	53	478	159	217	81.132	1.36	68	1	0
ERV-MELV.1-Mustela_putorius_furo-provirus	3643	Mustela_putorius_furo	ERV	MELV	1	LTR[MELVmpf(-)]-LTR[MELVmpf(+)]-LEA[MELVmpf(+)]-pol[MELVmpf(+)]-LTR[MELVmpf(-)]-env[MELVmpf(-)]-env[MELVmpf(+)]-LTR[MELVmpf(+)]	provirus	9310	GL896920	+	1236807	1246116	MelV	347	1139	2991	5363	793	1407	95.46	0	1	1	0
ERV-MELV.2-Mustela_putorius_furo-provirus	3923	Mustela_putorius_furo	ERV	MELV	2	LTR[MELVmpf(-)]-env[MELVmpf(-)]-env[MELVmpf(-)]-vif[MELVmpf(-)]-pol[MELVmpf(-)]-LTR[MELVmpf(-)]	provirus	8887	GL897225	-	217505	226391	MelV	73	1553	216	4649	1496	2173	82.42	0	1	9	0
ERV-MELV.3-Mustela_putorius_furo-provirus	3638	Mustela_putorius_furo	ERV	MELV	3	LTR[MELVmpf(-)]-env[MELVmpf(-)]-vif[MELVmpf(-)]-pol[MELVmpf(-)]-pol[MELVmpf(-)]	provirus	5107	GL897027	-	5167323	5172429	MelV	2274	2860	2715	4472	587	991	89.438	0	1	1	0
ERV-MELV.4-Mustela_putorius_furo-provirus	3450	Mustela_putorius_furo	ERV	MELV	4	LTR[MELVmpf(+)]-pol[MELVmpf(+)]-LTR[MELVmpf(-)]	provirus	4841	GL896902	-	12412676	12417516	MelV	606	1139	3046	1445	534	956	94.195	0	1	0	0
ERV-MELV.5-Mustela_putorius_furo-provirus	3980	Mustela_putorius_furo	ERV	MELV	5	LTR[MELVmpf(+)]-gag[MELVmpf(+)]	provirus	3222	AEYP01111284	+	539	3760	MelV	294	518	819	1493	225	414	95.111	0	1	0	0
ERV-MELV.6-Mustela_putorius_furo-provirus	3806	Mustela_putorius_furo	ERV	MELV	6	LEA[MELVmpf(+)]-gag[MELVmpf(+)]	provirus	1359	AEYP01113944	+	1	1359	MelV	347	646	464	1357	300	514	95.333	0	1	1	0
ERV-MELV.7-Mustela_putorius_furo-LTR	4214	Mustela_putorius_furo	ERV	MELV	7	LTR[MELVmpf(-)]	solo LTR	586	GL896924	-	12535923	12536508	MelV	1	195	1	585	195	346	93.333	5.59	113	0	0
ERV-MELV.8-Mustela_putorius_furo-LTR	3302	Mustela_putorius_furo	ERV	MELV	8	LTR[MELVmpf(-)]	solo LTR	583	GL896950	-	2508888	2509470	MelV	18	156	54	470	139	258	93.525	1.95	93	0	0
ERV-MELV.9-Mustela_putorius_furo-LTR	3815	Mustela_putorius_furo	ERV	MELV	9	LTR[MELVmpf(+)]	solo LTR	583	GL897056	+	3436739	3437321	MelV	1	194	1	582	194	348	91.753	1.13	113	0	0
ERV-MELV.10-Mustela_putorius_furo-LTR	3904	Mustela_putorius_furo	ERV	MELV	10	LTR[MELVmpf(+)]	solo LTR	570	GL896918	+	7998878	7999447	MelV	29	194	80	568	166	219	74.699	1.2	68	2	0
ERV-MELV.11-Mustela_putorius_furo-LTR	3999	Mustela_putorius_furo	ERV	MELV	11	LTR[MELVmpf(-)]	solo LTR	570	GL896901	-	24506474	24507043	MelV	18	191	53	562	179	234	75.419	4.96	74	3	0
ERV-MELV.12-Mustela_putorius_furo-LTR	3888	Mustela_putorius_furo	ERV	MELV	12	LTR[MELVmpf(-)]	solo LTR	534	GL896898	-	48134785	48135318	MelV	18	194	53	532	177	259	83.051	4.09	83	1	0
ERV-MELV.13-Mustela_putorius_furo-LTR	3710	Mustela_putorius_furo	ERV	MELV	13	LTR[MELVmpf(+)]	solo LTR	531	GL896943	+	3235585	3236115	MelV	18	175	53	526	158	292	93.671	1.68	94	0	0
ERV-MELV.14-Mustela_putorius_furo-LTR	3830	Mustela_putorius_furo	ERV	MELV	14	LTR[MELVmpf(-)]	solo LTR	530	GL896919	-	9418233	9418762	MelV	1	156	1	417	158	131	53.797	1.07	48	3	0
ERV-MELV.15-Mustela_putorius_furo-LTR	3584	Mustela_putorius_furo	ERV	MELV	15	LTR[MELVmpf(-)]	solo LTR	514	GL897071	-	867147	867660	MelV	95	176	267	512	82	153	93.902	1.75	53	0	0
ERV-MELV.16-Mustela_putorius_furo-LTR	3823	Mustela_putorius_furo	ERV	MELV	16	LTR[MELVmpf(-)]	solo LTR	482	GL896920	-	515314	515795	MelV	18	137	53	361	120	173	76.667	2.78	53	1	0
ERV-MELV.17-Mustela_putorius_furo-LTR	3748	Mustela_putorius_furo	ERV	MELV	17	LTR[MELVmpf(-)]	solo LTR	474	GL896938	-	6366920	6367393	MelV	38	175	107	469	138	166	68.116	1.39	50	1	0
ERV-MELV.1-Neovison_vison-provirus	3453	Neovison_vison	ERV	MELV	1	LTR[MELVmpf(+)]-gag[MELVmpf(+)]-gag[MELVmpf(+)]-env[MELVmpf(+)]-env[MELVmpf(+)]-LTR[MELVmpf(+)]	provirus	9516	FNWR01000040.1	+	8800788	8810303	MelV	1942	2478	2149	3774	542	906	82.472	0	1	1	0
ERV-MELV.2-Neovison_vison-provirus	4092	Neovison_vison	ERV	MELV	2	LTR[MELVmpf(+)]-pol[MELVmpf(+)]-env[MELVmpf(+)]-LTR[MELVmpf(+)]-LTR[MELVmpf(+)]	provirus	8458	FNWR01001227.1	+	3855	12312	MelV	485	1226	1409	3634	742	1222	89.488	0	1	0	0
ERV-MELV.3-Neovison_vison-provirus	3568	Neovison_vison	ERV	MELV	3	pol[MELVmpf(-)]-gag[MELVmpf(-)]-LTR[MELVmpf(-)]	provirus	8076	FNWR01000502.1	-	623296	631371	MelV	417	1029	6198	8036	613	815	77.814	0	1	0	0
ERV-MELV.4-Neovison_vison-provirus	3970	Neovison_vison	ERV	MELV	4	LTR[MELVmpf(+)]-pol[MELVmpf(+)]-env[MELVmpf(-)]-env[MELVmpf(+)]	provirus	6038	FNWR01000254.1	+	1512815	1518852	MelV	162	1205	432	3575	1051	1646	89.439	0	1	2	0
ERV-MELV.5-Neovison_vison-provirus	3392	Neovison_vison	ERV	MELV	5	LTR[MELVmpf(-)]-env[MELVmpf(-)]-env[MELVmpf(-)]-vif[MELVmpf(-)]-vif[MELVmpf(-)]-pol[MELVmpf(-)]-LTR[MELVmpf(-)]	provirus	5668	FNWR01000348.1	-	132236	137903	MelV	1949	2421	2491	3921	478	756	78.243	0	1	2	0
ERV-MELV.6-Neovison_vison-LTR	4051	Neovison_vison	ERV	MELV	6	LTR[MELVmpf(-)]	solo LTR	593	FNWR01000739.1	-	119961	120553	MelV	53	194	155	589	145	251	88.966	7.84	80	1	0
ERV-MELV.7-Neovison_vison-LTR	3363	Neovison_vison	ERV	MELV	7	LTR[MELVmpf(+)]	solo LTR	581	FNWR01000285.1	+	842947	843527	MelV	53	194	155	580	142	214	85.915	4.37	67	0	0
ERV-MELV.8-Neovison_vison-LTR	3467	Neovison_vison	ERV	MELV	8	LTR[MELVmpf(+)]	solo LTR	580	FNWR01000802.1	+	3207	3786	MelV	44	194	133	579	151	235	82.781	2.92	74	1	0
ERV-MELV.9-Neovison_vison-LTR	3921	Neovison_vison	ERV	MELV	9	LTR[MELVmpf(-)]	solo LTR	530	FNWR01000825.1	-	87724	88253	MelV	53	194	155	529	142	198	76.056	2.45	65	1	0
ERV-MELV.10-Neovison_vison-LTR	3912	Neovison_vison	ERV	MELV	10	LTR[MELVmpf(-)]	solo LTR	525	FNWR01000208.1	-	1932183	1932707	MelV	2864	3019	2	523	189	121	47.619	9.84	35	5	0
ERV-MELV.11-Neovison_vison-LTR	4058	Neovison_vison	ERV	MELV	11	LTR[MELVmpf(-)]	solo LTR	514	FNWR01000120.1	-	97112	97625	MelV	53	171	140	499	120	186	81.667	1.59	57	1	0
ERV-MELV.12-Neovison_vison-LTR	3971	Neovison_vison	ERV	MELV	12	LTR[MELVmpf(-)]	solo LTR	378	FNWR01000476.1	-	541690	542067	MelV	38	118	1	234	81	105	70.37	1.3	42	1	0
ERV-RELIK.1-Oryctolagus_cuniculus-provirus	3430	Oryctolagus_cuniculus	ERV	RELIK	1	gag[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]	provirus	4898	chr12	+	23005523	23010420	ELVgv	803	1075	1939	2757	276	175	36.232	2.81	65	4	0
ERV-RELIK.2-Oryctolagus_cuniculus-provirus	4099	Oryctolagus_cuniculus	ERV	RELIK	2	LTR[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]-LTR[RELIK(+)]-gag[RELIK(+)]-pol[RELIK(+)]-env[RELIK(+)]-env[RELIK(+)]-LTR[RELIK(+)]	provirus	31443	chrUn0420	+	104234	135676	RELiK	138	921	24675	27014	787	1198	89.835	0	1	3	0
ERV-RELIK.3-Oryctolagus_cuniculus-provirus	3933	Oryctolagus_cuniculus	ERV	RELIK	3	LTR[RELIK(-)]-LTR[RELIK(+)]	provirus	14158	chr16	+	19665137	19679294	RELiK	2859	2956	13863	14156	98	160	86.735	4.69	41	0	0
ERV-RELIK.4-Oryctolagus_cuniculus-provirus	3875	Oryctolagus_cuniculus	ERV	RELIK	4	LTR[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-gag[RELIK(-)]-LEA[RELIK(-)]-LTR[RELIK(-)]	provirus	14075	chr18	-	43677893	43691967	RELiK	1189	1630	11098	12423	442	748	94.344	0	1	0	0
ERV-RELIK.5-Oryctolagus_cuniculus-provirus	3709	Oryctolagus_cuniculus	ERV	RELIK	5	LTR[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-env[RELIK(-)]-pol[RELIK(-)]-pol[RELIK(-)]-LTR[RELIK(-)]	provirus	12183	chr15	-	66529089	66541271	RELiK	552	1060	1304	2794	512	776	87.5	0	1	3	0
ERV-RELIK.6-Oryctolagus_cuniculus-provirus	4050	Oryctolagus_cuniculus	ERV	RELIK	6	LTR[RELIK(-)]-LTR[RELIK(-)]	provirus	12142	chr15	-	86097964	86110105	RELiK	1	162	11685	12131	166	110	51.807	4.05	26	6	0
